"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"315660 Rubim";0;0;0;3;0;2;5
"315670 Sabará";65;40;1;119;0;309;534
"315680 Sabinópolis";0;0;0;0;0;7;7
"315690 Sacramento";5;2;0;5;0;19;31
"315700 Salinas";1;0;1;11;0;8;21
"315710 Salto da Divisa";1;0;0;7;0;3;11
"315720 Santa Bárbara";8;6;0;7;0;29;50
"315725 Santa Bárbara do Leste";0;0;0;1;0;2;3
"315727 Santa Bárbara do Monte Verde";1;0;0;0;0;3;4
"315730 Santa Bárbara do Tugúrio";1;1;0;0;0;3;5
"315733 Santa Cruz de Minas";1;1;0;3;0;5;10
"315737 Santa Cruz de Salinas";0;0;0;0;0;1;1
"315750 Santa Efigênia de Minas";0;0;0;0;0;3;3
"315760 Santa Fé de Minas";0;0;0;1;0;1;2
"315765 Santa Helena de Minas";0;1;0;4;0;2;7
"315770 Santa Juliana";2;2;0;4;0;6;14
"315780 Santa Luzia";118;61;1;180;0;441;801
"315790 Santa Margarida";0;1;0;0;0;4;5
"315800 Santa Maria de Itabira";0;1;0;0;0;7;8
"315820 Santa Maria do Suaçuí";5;1;0;6;0;11;23
"315920 Santa Rita de Caldas";7;1;0;0;0;1;9
"315930 Santa Rita de Jacutinga";3;0;0;0;0;4;7
"315935 Santa Rita de Minas";2;1;0;1;0;5;9
"315950 Santa Rita do Itueto";1;1;0;0;0;1;3
"315960 Santa Rita do Sapucaí";24;1;1;0;0;38;64
"315970 Santa Rosa da Serra";1;0;0;1;0;0;2
"315980 Santa Vitória";19;5;1;22;0;24;71
"315830 Santana da Vargem";2;0;0;1;0;6;9
"315840 Santana de Cataguases";3;0;0;0;0;2;5
"315850 Santana de Pirapama";0;0;0;2;0;2;4
"315860 Santana do Deserto";0;1;0;0;0;4;5
"315880 Santana do Jacaré";2;1;0;2;0;3;8
"315890 Santana do Manhuaçu";0;0;0;0;0;3;3
"315895 Santana do Paraíso";8;9;0;8;0;33;58
"315900 Santana do Riacho";1;1;0;1;0;5;8
"315910 Santana dos Montes";0;0;0;0;0;1;1
"315990 Santo Antônio do Amparo";13;11;0;10;0;18;52
"316000 Santo Antônio do Aventureiro";2;0;0;0;0;2;4
"316010 Santo Antônio do Grama";0;0;0;0;0;2;2
"316030 Santo Antônio do Jacinto";2;0;0;4;0;3;9
"316040 Santo Antônio do Monte";2;2;0;2;0;7;13
"316050 Santo Antônio do Rio Abaixo";0;1;0;0;0;0;1
"316060 Santo Hipólito";1;1;0;0;0;0;2
"316070 Santos Dumont";50;18;1;9;0;134;212
"316080 São Bento Abade";1;0;0;1;0;0;2
"316090 São Brás do Suaçuí";0;2;0;0;0;3;5
"316095 São Domingos das Dores";1;2;0;1;0;2;6
"316100 São Domingos do Prata";3;5;0;6;0;19;33
"316105 São Félix de Minas";2;1;0;0;0;2;5
"316110 São Francisco";1;1;0;12;1;20;35
"316120 São Francisco de Paula";1;2;0;1;0;3;7
"316130 São Francisco de Sales";1;0;0;2;0;6;9
"316140 São Francisco do Glória";3;1;0;2;0;26;32
"316150 São Geraldo";3;2;0;1;0;6;12
"316160 São Geraldo da Piedade";1;0;0;0;0;1;2
"316165 São Geraldo do Baixio";1;0;0;0;0;8;9
"316170 São Gonçalo do Abaeté";1;2;0;4;0;2;9
"316180 São Gonçalo do Pará";4;0;0;1;0;5;10
"316190 São Gonçalo do Rio Abaixo";2;2;1;3;0;11;19
"316200 São Gonçalo do Sapucaí";1;1;0;1;0;32;35
"316210 São Gotardo";25;6;1;12;0;59;103
"316220 São João Batista do Glória";1;0;0;0;0;4;5
"316225 São João da Lagoa";0;0;0;0;0;1;1
"316230 São João da Mata";1;0;0;0;0;3;4
"316240 São João da Ponte";0;0;0;3;0;5;8
"316245 São João das Missões";0;0;0;0;2;5;7
"316250 São João del Rei";48;24;4;46;0;140;262
"316255 São João do Manhuaçu";1;0;0;1;0;4;6
"316257 São João do Manteninha";0;0;0;1;0;1;2
"316260 São João do Oriente";2;0;0;1;0;7;10
"316265 São João do Pacuí";0;0;0;0;0;1;1
"316270 São João do Paraíso";2;1;0;3;0;2;8
"316280 São João Evangelista";5;0;0;0;0;10;15
"316290 São João Nepomuceno";15;4;0;5;0;29;53
"316292 São Joaquim de Bicas";15;7;0;17;0;54;93
"316294 São José da Barra";2;0;0;0;0;2;4
"316295 São José da Lapa";8;6;0;8;0;33;55
"316300 São José da Safira";0;0;0;0;0;3;3
"316320 São José do Alegre";3;0;0;0;0;2;5
"316330 São José do Divino";1;0;0;2;0;6;9
"316340 São José do Goiabal";0;0;0;2;0;6;8
"316350 São José do Jacuri";2;0;0;4;0;1;7
"316360 São José do Mantimento";0;0;0;0;0;1;1
"316370 São Lourenço";67;11;0;14;0;147;239
"316380 São Miguel do Anta";2;0;0;0;0;3;5
"316390 São Pedro da União";6;0;0;0;0;3;9
"316410 São Pedro do Suaçuí";0;1;0;0;0;1;2
"316400 São Pedro dos Ferros";1;0;0;2;0;5;8
"316420 São Romão";0;0;0;2;0;1;3
"316430 São Roque de Minas";0;0;0;0;0;1;1
"316440 São Sebastião da Bela Vista";2;0;0;3;0;7;12
"316447 São Sebastião do Anta";4;0;0;0;0;1;5
"316450 São Sebastião do Maranhão";0;0;0;1;0;1;2
"316460 São Sebastião do Oeste";3;0;0;0;0;3;6
"316470 São Sebastião do Paraíso";111;13;1;11;0;104;240
"316490 São Sebastião do Rio Verde";2;0;0;0;0;1;3
"316520 São Thomé das Letras";4;1;0;0;0;10;15
"316500 São Tiago";2;1;0;0;0;1;4
"316510 São Tomás de Aquino";2;0;0;0;0;4;6
"316530 São Vicente de Minas";1;0;0;0;0;1;2
"316540 Sapucaí-Mirim";4;0;0;0;0;2;6
"316550 Sardoá";3;0;0;3;0;4;10
"316553 Sarzedo";14;5;0;13;0;36;68
"316557 Senador Amaral";1;0;0;0;0;1;2
"316560 Senador Cortes";1;0;0;0;0;0;1
"316570 Senador Firmino";2;1;0;0;0;2;5
"316580 Senador José Bento";0;0;0;0;0;1;1
"316590 Senador Modestino Gonçalves";1;0;0;1;0;0;2
"316620 Senhora dos Remédios";1;0;0;0;0;4;5
"316630 Sericita";0;0;0;0;0;3;3
"316640 Seritinga";1;0;0;0;0;2;3
"316650 Serra Azul de Minas";1;0;0;0;0;0;1
"316680 Serra do Salitre";4;2;0;2;0;5;13
"316670 Serra dos Aimorés";6;1;0;6;0;5;18
"316690 Serrania";4;8;0;1;0;8;21
"316695 Serranópolis de Minas";1;0;0;0;0;2;3
"316710 Serro";2;0;0;2;0;9;13
"316720 Sete Lagoas";138;39;0;123;1;328;629
"316555 Setubinha";2;1;0;1;0;2;6
"316730 Silveirânia";0;0;0;0;0;1;1
"316740 Silvianópolis";2;0;0;0;0;3;5
"316750 Simão Pereira";8;0;0;0;0;4;12
"316760 Simonésia";2;1;0;2;0;7;12
"316770 Sobrália";0;0;0;0;0;2;2
"316780 Soledade de Minas";3;1;0;3;0;9;16
"316790 Tabuleiro";2;0;0;0;0;8;10
"316800 Taiobeiras";1;1;0;6;0;13;21
"316805 Taparuba";1;1;0;0;0;0;2
"316810 Tapira";0;0;0;1;0;0;1
"316820 Tapiraí";0;0;0;0;0;1;1
"316830 Taquaraçu de Minas";1;0;0;0;0;0;1
"316840 Tarumirim";2;0;0;1;0;14;17
"316850 Teixeiras";1;0;0;2;0;14;17
"316860 Teófilo Otoni";44;15;0;203;0;127;389
"316870 Timóteo";36;21;0;30;0;91;178
"316880 Tiradentes";4;1;1;1;0;7;14
"316890 Tiros";4;0;0;1;0;1;6
"316900 Tocantins";7;6;0;6;0;21;40
"316905 Tocos do Moji";0;0;0;0;0;2;2
"316910 Toledo";2;0;0;0;0;2;4
"316920 Tombos";4;2;0;7;0;6;19
"316930 Três Corações";81;19;0;23;0;191;314
"316935 Três Marias";8;5;0;8;0;20;41
"316940 Três Pontas";53;26;0;27;0;143;249
"316950 Tumiritinga";1;0;0;0;0;6;7
"316960 Tupaciguara";4;4;0;3;0;23;34
"316970 Turmalina";1;0;0;1;0;3;5
"316980 Turvolândia";1;0;0;1;0;3;5
"316990 Ubá";108;42;0;40;0;116;306
"317000 Ubaí";0;0;0;3;0;3;6
"317005 Ubaporanga";0;0;0;1;0;5;6
"317010 Uberaba";518;124;3;176;0;1457;2278
"317020 Uberlândia";1065;211;11;479;4;2049;3819
"317030 Umburatiba";0;0;0;3;0;1;4
"317040 Unaí";19;4;0;21;0;28;72
"317043 União de Minas";3;1;0;1;0;1;6
"317050 Urucânia";2;0;0;1;0;6;9
"317052 Urucuia";0;0;0;1;0;0;1
"317057 Vargem Alegre";1;0;0;1;0;6;8
"317060 Vargem Bonita";0;0;0;0;0;3;3
"317065 Vargem Grande do Rio Pardo";1;0;0;0;0;0;1
"317070 Varginha";101;28;0;11;0;248;388
"317075 Varjão de Minas";1;0;0;1;0;1;3
"317080 Várzea da Palma";2;1;0;13;0;22;38
"317090 Varzelândia";1;0;0;3;0;10;14
"317100 Vazante";8;2;0;2;0;5;17
"317103 Verdelândia";0;0;0;0;0;2;2
"317107 Veredinha";0;0;0;0;0;1;1
"317110 Veríssimo";1;0;0;1;0;3;5
"317115 Vermelho Novo";0;0;0;0;0;2;2
"317120 Vespasiano";40;35;1;76;0;265;417
"317130 Viçosa";23;19;0;7;0;66;115
"317160 Virgem da Lapa";1;0;0;3;0;8;12
"317170 Virgínia";1;0;0;0;0;1;2
"317180 Virginópolis";2;0;0;2;0;0;4
"317190 Virgolândia";1;0;0;1;0;2;4
"317200 Visconde do Rio Branco";31;12;0;11;0;36;90
"317210 Volta Grande";2;3;0;1;0;4;10
"317220 Wenceslau Braz";1;0;0;0;0;3;4
"310000 Município ignorado - MG";2;0;0;0;0;20;22
"320010 Afonso Cláudio";5;2;0;5;0;7;19
"320016 Água Doce do Norte";1;1;0;6;0;4;12
"320013 Águia Branca";2;0;0;2;0;4;8
"320020 Alegre";25;8;1;19;0;35;88
"320030 Alfredo Chaves";10;0;0;8;0;17;35
"320035 Alto Rio Novo";1;0;0;6;0;9;16
"320040 Anchieta";17;3;0;27;0;41;88
"320050 Apiacá";8;1;0;5;0;10;24
"320060 Aracruz";32;25;0;64;4;91;216
"320070 Atilio Vivacqua";7;0;0;6;0;5;18
"320080 Baixo Guandu";20;16;1;32;0;25;94
"320090 Barra de São Francisco";18;5;0;24;0;49;96
"320100 Boa Esperança";3;1;1;3;0;9;17
"320110 Bom Jesus do Norte";8;5;0;5;0;32;50
"320115 Brejetuba";2;0;0;1;0;0;3
"320120 Cachoeiro de Itapemirim";240;79;0;286;0;337;942
"320130 Cariacica";269;113;3;463;1;979;1828
"320140 Castelo";23;6;0;28;0;31;88
"320150 Colatina";95;28;1;100;0;167;391
"320160 Conceição da Barra";3;6;1;27;0;31;68
"320170 Conceição do Castelo";0;0;0;4;0;7;11
"320180 Divino de São Lourenço";1;0;0;0;0;1;2
"320190 Domingos Martins";3;0;0;5;0;21;29
"320200 Dores do Rio Preto";4;0;0;2;0;1;7
"320210 Ecoporanga";5;1;0;8;0;18;32
"320220 Fundão";7;4;0;16;0;22;49
"320225 Governador Lindenberg";2;0;0;4;0;3;9
"320230 Guaçuí";18;13;1;8;0;18;58
"320240 Guarapari";83;35;0;92;0;284;494
"320245 Ibatiba";5;0;0;8;0;13;26
"320250 Ibiraçu";5;1;0;5;0;14;25
"320255 Ibitirama";2;4;0;0;0;1;7
"320260 Iconha";13;1;0;9;0;15;38
"320265 Irupi";3;0;0;4;0;2;9
"320270 Itaguaçu";3;2;0;4;0;3;12
"320280 Itapemirim";36;11;0;34;0;42;123
"320290 Itarana";3;0;0;2;0;4;9
"320300 Iúna";9;1;0;11;0;16;37
"320305 Jaguaré";4;3;4;10;0;25;46
"320310 Jerônimo Monteiro";8;1;0;9;0;11;29
"320313 João Neiva";11;1;0;6;0;14;32
"320316 Laranja da Terra";3;0;0;0;0;2;5
"320320 Linhares";133;31;3;156;0;174;497
"320330 Mantenópolis";2;1;0;2;0;5;10
"320332 Marataízes";34;9;0;39;0;29;111
"320334 Marechal Floriano";4;1;0;2;0;9;16
